EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
800753225,CORNERSTONE CHRISTIAN OUTREACH CHURCH,% ARTHUR ELLIOTT,1600 E BROOKS AVE,N LAS VEGAS,NV,89030-5094,0000,03,3,7000,201302,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
800763017,SILENT WHISPERS,% LEATHA HUBBARD,3033 BATTLE POINT AVE,N LAS VEGAS,NV,89031-6309,0000,03,3,1000,201403,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,P43,
800763269,WHITE PINE MINISTERIAL ASSOCIATION INC,% LARRY DUNTON,1133 BELL AVE,ELY,NV,89301-2095,0000,03,3,1000,201211,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,X21,
800763421,COLLEGIUM OF PECUNIARY DAMAGES EXPERTS,% KEVIN KIRKENDALL,7312 GENTLE VALLEY ST,LAS VEGAS,NV,89149-1616,0000,06,3,2000,201407,2,00,000000000,1,01,201812,0,0,02,0,12,0,0,0,I99,
800764157,HILLEL OF NORTHERN NEVADA,% DAVID M LEVINE,305 W MOANA LN STE B,RENO,NV,89509-4965,0000,03,3,7000,201206,1,15,000000000,1,01,201906,4,3,01,0,06,232970,61788,61788,X30,
800769541,AMERICAN COLLEGE OF OSTEOPATHIC FAMILY PHYSICIANS NEVADA,% JAMES C JEMPSA,2245 SPRINGDALE CT,RENO,NV,89523-3201,0000,06,3,1000,201204,2,00,000000000,5,01,201906,0,0,02,0,06,0,0,0,D03,
800781687,SERVANTS OF CHRIST PRAYER COMMUNITY,,8860 BONNEVILLE PEAK CT,LAS VEGAS,NV,89148-5115,0000,03,3,1000,201409,1,15,000000000,1,01,201812,1,1,02,0,12,1,4850,4850,X99,
800795359,DESERT CHURCH OF CHRIST,,PO BOX 1956,PAHRUMP,NV,89041-1956,0000,03,3,7000,201312,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
800808526,OROVADA EVENTS AND RECREATION,% OROVADA EVENTS AND RECREATION,PO BOX 12,OROVADA,NV,89425-0012,0000,03,3,1000,201303,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,P20,
800812464,BEARS LAS VEGAS,% JAMES KIDD,8116 ALTAMONT RIDGE ST,LAS VEGAS,NV,89113-4644,0000,03,3,1000,202002,1,15,000000000,1,01,,0,0,02,0,12,,,,P12,
800831134,FATHERHOOD SUPPORT NETWORK,% STANLY WILLIAMS,2120 EASEDALE CT,N LAS VEGAS,NV,89031-3831,0000,03,3,1000,201403,1,16,000000000,1,01,201812,0,0,02,0,12,0,0,0,P40,
800831830,SET DEM PEOPLES MISSIONARYS,% MARILYN J JOHNSON,1316 MAENPAH CIR,LAS VEGAS,NV,89106-1962,0000,03,3,1270,201309,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,P12,
800832023,CANCER WARRIOR INC,,4824 DENARO DR,LAS VEGAS,NV,89135-2479,0000,03,3,2000,201305,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,E86,
800836735,MULTIPLE SCLEROSIS THRILL SEEKERS INC,% REGINA BROWN,2191 HUSSIUM HILLS ST UNIT 106,LAS VEGAS,NV,89108-6472,0000,03,3,1000,201309,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,P80,
800837811,LAS VEGAS COMMUNITY INVESTMENT CORPORATION,% SCOTT D ADAMS,495 SOUTH MAIN STREET 6TH FLOOR,LAS VEGAS,NV,89101-6318,0000,03,3,1000,201704,1,22,000000000,1,01,201906,6,4,01,0,06,1160792,354402,354402,S20,
800838345,RAPTURE READY CHRISTIAN CHURCH,,2585 E FLAMINGO RD STE 12,LAS VEGAS,NV,89121-5237,0000,03,3,1700,201405,1,10,000000000,1,01,,0,0,06,0,12,,,,X99,
800839959,HOPE FLOATS ANIMAL FOUNDATION,% KENDRAH YOUNG,PO BOX 191,TONOPAH,NV,89049-0191,0000,03,3,4000,201503,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,D20,
800840717,HIGH SIERRA CHEFS ASSOCIATION EDUCATIONAL FUND INC,% DAVID M PRESTON,PO BOX 3672,SPARKS,NV,89432-3672,0000,03,3,2000,201405,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,K40,
800844763,PALOMINO VALLEY BIBLE FELLOWSHIP,,3855 AMY RD,RENO,NV,89510-9779,0000,03,3,7000,201808,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
800850070,STAGECOACH BINGO,% CATHERINE BEHRENDT,8105 US HIGHWAY 50,STAGECOACH,NV,89429-9102,0000,03,3,1000,202003,1,16,000000000,1,01,,0,0,02,0,12,,,,N31,
800855692,SOUTHERN NEVADA LAW ENFORCEMENT MEMORIAL FOUNDATION,% GREG LANGLEY,PO BOX 777218,HENDERSON,NV,89077-7218,0000,03,3,1000,201407,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,T12,
800882132,VICTORY OUTREACH RENO NEVADA SPANISH,% JOSE RAUL BERNAL,528 MORRILL AVE,RENO,NV,89512-3545,0000,03,3,7000,201409,1,10,000000000,1,01,,0,0,06,0,12,,,,X99,
800905646,TRUE BEGINNINGS,,3220 NORTH POINT LOBOS DRIVE,NORTH LAS VEGAS,NV,89108-0000,0000,03,3,1200,201410,1,16,000000000,1,01,201904,0,0,02,0,04,0,0,0,P20,
800911959,CHRIST GOSPEL CHURCH OF RENO NEVADA,,PO BOX 3768,SPARKS,NV,89432-3768,0000,03,3,7000,201506,1,10,000000000,5,01,201712,1,3,06,0,12,4372,59354,59193,X20,
800919643,NEVADA BENEFIT ADVOCATES INC,% HEYWARD JACKSON,3651 LINDELL RD STE D747,LAS VEGAS,NV,89103-1254,0000,03,3,1235,201912,1,16,000000000,1,01,201512,0,0,02,0,12,0,0,0,L40,
800920860,THE HOPE PROJECT,% CYNTHIA BRIGGS,1900 E TROPICANA AVE APT 310,LAS VEGAS,NV,89119-6540,0000,03,3,2000,201412,1,16,000000000,1,01,201906,0,0,02,0,06,0,0,0,O50,
800926827,BARN BUDDIES RESCUE,% SHARON LINSENBARDT,7222 GRAND TETON DR,LAS VEGAS,NV,89131-1601,0000,03,3,4000,201409,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,D20,
800927038,SENIORS TO THE RESCUE,% GAIL MAYHUGH,7380 S EASTERN AVE STE 124 # 272,LAS VEGAS,NV,89123-1502,0000,03,3,1000,201407,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,T99,
800941055,684 OF LAS VEGAS INC,% BRIAN LENIHAN,7722 WHITESBORO CT,LAS VEGAS,NV,89139-5793,0000,03,3,1000,201407,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,Y99,
800947613,THE ROGERS FOUNDATION,% TONI MASSARO,701 S 9TH ST,LAS VEGAS,NV,89101-7068,0000,03,3,1000,201502,1,21,000000000,2,01,201806,0,0,01,0,06,0,0,0,B12,
800954347,LIFE SAVERS OF ZAMBIA INC,% MARY SIMMONS,2657 WINDMILL PKWY 109,HENDERSON,NV,89074-3384,0000,03,3,1000,201408,1,15,000000000,1,01,201912,3,3,02,0,12,32123,37063,37063,Q33,
800961010,HARRIS FOUNDATION INC,,2905 BIG GREEN LN,LAS VEGAS,NV,89134-7457,0000,03,3,2000,201708,1,16,000000000,1,01,,0,0,02,0,03,,,,B90,
800965597,JOBS FOR NEVADAS GRADUATES INC,% DEBBIE TARANTINO,4045 S BUFFALO DR STE A101 # 128,LAS VEGAS,NV,89147-7480,0000,03,3,1000,201405,1,15,000000000,1,01,201906,6,6,01,0,06,1302227,4977004,4977004,B60,
806008137,ENGELSTAD FAM FOUNDATION,,851 S RAMPART BLVD STE 150,LAS VEGAS,NV,89145-4884,0000,03,3,1000,200206,1,04,000000000,2,01,201812,9,9,00,1,12,802050307,284857176,,T22,ENGELSTAD RALPH TTEE
806014492,ALEXANDER M COLG TR 1513844653,% FIRST UNION NATL BANK CSG 1159,6325 S RAINBOW BLVD STE 300,LAS VEGAS,NV,89118-3278,0000,03,3,1000,200210,1,04,000000000,1,01,201912,3,3,00,1,12,87242,53052,,T99,
806070447,BRICKLAYERS & ALLIED CRAFTWORKERS LOCAL 13 VACATION FUND,% RICK D ROSKELLEY,2250 S RANCHO DR STE 295,LAS VEGAS,NV,89102-4454,0000,09,3,1000,200912,2,00,000000000,2,01,201905,4,6,01,0,05,445804,2027770,2027770,Y20,CARLOS AQUIN TTEE
810385621,GEORGE & LAURINE HARRIS CHARITABLE FOUNDATION,,6325 S RAINBOW BLVD STE 300,LAS VEGAS,NV,89118-3278,0000,03,3,1000,198005,1,04,928909000,5,01,201812,4,4,00,1,12,491487,116383,,,
810554635,PAHRUMP VALLEY ROTARY CHARITABLE FOUNDATION,% DARLENE HOWARD-TREAT,PO BOX 883,PAHRUMP,NV,89041-0883,0000,03,3,1000,200210,1,15,000000000,1,01,201906,2,3,01,0,06,21344,72598,49659,P20,
810564063,VETERANS FOR VETERANS,% BRUCE RICHMAN,11739 VILLAGE ARBOR ST,LAS VEGAS,NV,89183-5651,0000,03,3,1000,200808,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,S22,
810564348,MABEL AND JAMES COOK SCHOLARSHIP FUND,% WFB,6325 S RAINBOW BLVD STE 300,LAS VEGAS,NV,89118-3278,0000,03,3,1000,200612,1,04,000000000,1,01,201812,5,4,00,1,12,511722,206142,,T22,
810572259,MOST HIGH CHURCH OF GOD IN CHRIST,% ELD JAMES WASHINGTON JR,2717 YORK AVE,N LAS VEGAS,NV,89032-3646,1969,03,9,7000,196901,1,10,000000000,1,01,,0,0,06,0,12,,,,,
810578379,RENO AIR RACING FOUNDATION,% ERIC HENRY,PO BOX 21433,RENO,NV,89515-1433,0000,03,3,2100,200402,1,15,000000000,1,01,201812,1,3,02,0,12,5088,33540,33540,A50,
810578416,FOUNTAIN OF HOPE AFRICIAN METHODIST EPISCOPAL CHURCH OF HENDERSON NV I,% FOUNTAIN OF HOPE CHURCH AME,2955 E RUSSELL RD,LAS VEGAS,NV,89120-2428,0000,03,3,7000,200305,1,10,000000000,1,01,201812,4,4,06,0,12,308000,343911,343911,X21,
810592555,SHEPHERDS MINISTRIES INTERNATIONAL,% PATRICK HAUCK,10443 GARDEN LIGHT DR,LAS VEGAS,NV,89135-2820,0000,03,3,1000,200310,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,Q12,
810598305,FAMILY SOLUTIONS INC,% KEISHA WEIFORD,8440 W LAKE MEAD BLVD STE 206,LAS VEGAS,NV,89128-7648,0000,03,3,2000,200305,1,15,000000000,1,01,201712,1,3,01,0,12,5981,80624,80624,P20,
810617364,BET YOSSEF COMMUNITY CENTER OF LAS VEGAS INC,% SAMUEL ATTAL,8551 VEGAS DR,LAS VEGAS,NV,89128-7903,0000,03,3,7000,200608,1,10,000000000,1,01,,0,0,06,0,12,,,,X30,
810620332,BHODHIYANA MEDITATION CENTER INC,% MANEE BURRONE,1566 WESTWIND RD,LAS VEGAS,NV,89146-1357,0000,03,3,7000,200405,1,10,000000000,1,01,201812,4,3,06,0,12,285763,62987,62987,X50,
810634284,COMMUNITY PARTNERS FOR BETTER HEALTH,% CELESTE FOLMAR,902 W OWENS AVE STE A,LAS VEGAS,NV,89106-2516,0000,03,3,1000,200406,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,E60,
810652175,YOUTH ACHIEVING SUCCESS,% DESTYNI LOVEJOY,5710 E TROPICANA AVE UNIT 1095,LAS VEGAS,NV,89122-6791,0000,03,3,2100,200505,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,J20,
810656526,ZION INDEPENDENT METHODIST CHURCH INC,% MARION BENNETT,1911 GOLDHILL AVE,LAS VEGAS,NV,89106-2019,0000,03,3,7200,200501,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
810664759,CASE MANAGEMENT SOCIETY OF AMERICA INC,% KC LEPORE,PO BOX 777102,HENDERSON,NV,89077-7102,3347,06,9,1000,199309,2,00,200000000,1,01,201912,0,0,02,0,12,0,0,0,,CMA OF LAS VEGAS
810677759,LATINOS EN ACCION,% HELENA GARCIA,2525 W CHARLESTON BLVD,LAS VEGAS,NV,89102-2127,0000,03,3,1000,200904,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,P20,
810701777,ALLIANCE OF DIVINE LOVE INC,% REV LORRAINE ESTER COOK,929 MEADOW VIEW DR,GARDNERVILLE,NV,89460-8925,3054,03,9,7000,197702,1,10,001000000,5,01,,0,0,06,0,12,,,,,2045 SIERRA-NESS CHAPEL
810707433,DESERT HAVEN ANIMAL SOCIETY,,PO BOX 3233,PAHRUMP,NV,89041-3233,0000,03,3,4000,201601,1,15,000000000,1,01,201712,2,4,01,0,12,13148,203933,203933,D20,
810708246,CARSON BULLDOG WRESTLING CLUB,,701 RUBY LN,CARSON CITY,NV,89706-0614,0000,03,3,1000,201710,1,16,000000000,1,01,201908,0,0,02,0,08,0,0,0,N60,
810710957,BRADY HEART FOUNDATION INC,% ERIN CORNWALL,4025 SKYLINE ST,LOGANDALE,NV,89021-9919,0000,03,3,1000,201702,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,G43,
810713107,DOWNTOWN FAITH,% JEREMY MARTIN,1117 FRANCIS AVE,LAS VEGAS,NV,89104-1519,0000,03,3,1270,201701,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
810716260,PROJECT HELP NEVADA INC,% SANDRA LEE,11 N SIERRA ST,RENO,NV,89501-1347,0000,03,3,1000,201604,1,15,000000000,1,01,201906,2,3,01,0,06,10772,70949,70949,F20,PROJECT HELP
810719797,BIKE LIKE A GIRL,% MICHELLE FAUROT,15165 GOLDENROD DR,RENO,NV,89511-7002,0000,03,3,1200,201603,1,16,000000000,1,01,201812,0,0,02,0,12,0,0,0,O50,
810727813,SENSUS RAD TRAILS,% SENSUS RAD TRAILS,4690 LONGLEY LANE,RENO,NV,89502-5954,0000,03,3,1200,201602,1,16,000000000,1,01,201812,1,1,02,0,12,6816,2199,2199,N01,
810731066,FUTURO ACADEMY INCORPORATED,% IGNACIO PRADO,920 N LAMB BLVD,LAS VEGAS,NV,89110-5421,0000,03,3,2000,201606,1,11,000000000,1,01,201806,4,6,01,0,06,421654,1355087,1355087,B29,
810738367,GLUCK BRADLEY FOUNDATION,% GILBERT GLUCK,6325 S RAINBOW BLVD STE 300,LAS VEGAS,NV,89118-3278,0000,03,3,1000,201603,1,04,000000000,1,01,201912,5,5,00,1,12,936820,534335,,T20,
810741830,B SHARP MUSIC FOUNDATION,% RONNIE LEE,6839 PONDEROSA WAY,LAS VEGAS,NV,89118-2100,0000,03,3,2000,201601,1,15,000000000,1,01,201812,2,2,02,0,12,16300,18799,18799,B80,
810742558,PROJECT PURPOSE,,9175 S LAS VEGAS BLVD,LAS VEGAS,NV,89123-3359,0000,03,3,1000,201512,1,16,000000000,1,01,201812,0,0,02,0,12,0,0,0,O50,
810745287,BULLY BUSTERS 702,,2689 MCLEOD DRIVE,LAS VEGAS,NV,89121-1080,0000,03,3,1250,201702,1,16,000000000,1,01,201812,0,0,02,0,12,0,0,0,O50,BULLYBUSTERS 702
810749756,BURKHART FOUNDATION INC,,6593 CHAMPETRE CT,RENO,NV,89511-5077,0000,03,3,1700,201910,1,04,000000000,1,01,201812,3,1,00,1,12,66053,2568,,O01,
810754804,UA LOCAL 350 RETIREE HEALTH AND WELFARE PLAN,% LOIS H CHANG,1110 GREG STREET,SPARKS,NV,89431-6038,0000,09,3,1000,201605,2,00,000000000,2,01,201808,5,4,01,0,08,681341,236562,236562,Y43,
810755251,GIFTED AND TALENTED EDUCATIONAL SCHOOL,,3695 LINDELL RD,LAS VEGAS,NV,89103-1202,0000,03,3,2000,201609,1,11,000000000,1,01,201812,4,5,01,0,12,175559,559515,559515,B28,NASRI ACADEMY FOR GIFTED CHILDREN
810760924,ICE AGE PARK FOUNDATION,% DONALD J WHITE,8500 LOG CABIN WAY,LAS VEGAS,NV,89143-1002,0000,03,3,1000,201607,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,N32,
810774883,NEVADA ATSA,% MELISSA WEBB,5852 S PECOS ROAD H-2,LAS VEGAS,NV,89120-3489,0000,06,3,1000,201607,2,00,000000000,1,01,201912,0,0,02,0,12,0,0,0,S40,
810786524,ONE DESTINATION MISSIONARY CHURCH,,PO BOX 2719,PAHRUMP,NV,89041-2719,0000,03,3,1700,201610,1,16,000000000,1,01,201812,1,1,02,0,12,2013,7147,7147,X20,
810786585,ROBERT R SHINN ENDOWMENT,% ROBIN MOORE,6325 S RAINBOW BLVD STE 300,LAS VEGAS,NV,89118-3278,0000,03,3,1000,201701,1,04,000000000,2,01,201912,6,5,00,1,12,1423169,521089,,T90,
810793604,LAMBDA BUSINESS ASSOCIATION,% THE CENTER,401 S MARYLAND PKWY,LAS VEGAS,NV,89101-7206,0000,06,3,3000,201602,2,00,000000000,1,01,201812,2,3,01,0,12,13597,74564,74564,S40,
810804834,HOMELESS RESPONSE OF NEVADA,,4601 LAUTE DR,PAHRUMP,NV,89061-0000,0000,03,3,1000,201611,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,L99,
810808605,VERSANT CENTER FOR THE ADVANCEMENT OF NURSING INC,% ATTN - MICHAEL L CARMAN,PO BOX 401450,LAS VEGAS,NV,89140-1450,0000,03,3,1000,201602,1,04,000000000,1,01,201812,4,1,00,1,12,139117,80,,T20,
810820093,A PATRIOTS LEGACY FOUNDATION,% CAROLYNE SHARP,PO BOX 530925,HENDERSON,NV,89053-0925,0000,03,3,1200,201608,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,W12,
810824827,MAGLAYA MEDICAL LEGAL MISSIONS INC,% CHERRY M LEE,10161 PARK RUN DR,LAS VEGAS,NV,89145-8871,0000,03,3,1200,201602,1,15,000000000,1,01,201812,3,4,01,0,12,60844,195716,195716,P20,MAGLAYA MEDICAL-LEGAL MISSIONS
810830794,MARINE CORPS LEAGUE DEPARTMENT OF NEVADA,,4360 SPRING MOUNTAIN RD,LAS VEGAS,NV,89102-8749,0955,04,9,3000,194607,1,00,908279265,5,01,201906,0,0,01,0,12,0,0,0,,
810832167,SIEG AND DORIS FISCHER FAMILY FOUNDATION,% SIEG FISCHER,6325 S RAINBOW BLVD STE 300,LAS VEGAS,NV,89118-3278,0000,03,3,1000,201606,1,04,000000000,1,01,201812,7,8,00,1,12,9586817,13668808,,T20,
810843753,PROJECT IMAGINE LAS VEGAS,% DIANE GIUSTI,917 CONTADERO PL,LAS VEGAS,NV,89138-4544,0000,03,3,1000,201612,1,15,000000000,1,01,201912,3,3,01,0,12,34414,66089,66089,E86,
810866570,KIND VISITOR INC,% SCOTT DOGGETT,900 S MEADOWS PKWY APT 5021,RENO,NV,89521-2936,0000,03,3,1000,201512,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,T50,
810877322,SIDERMAN FAMILY FOUNDATION,,3750 LAS VEGAS BLVD S UNIT 4202,LAS VEGAS,NV,89158-4375,0000,03,3,1000,201607,1,03,000000000,1,01,201812,1,4,00,1,12,8527,161285,,R11,
810879543,PLANET SAVVY,% SHANE FRYER,203 S ORMSBY BLVD,CARSON CITY,NV,89703-4550,0000,03,3,1280,201603,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,C30,
810880672,FRIENDS OF WESTERN NEVADA MUSICAL THEATRE COMPANY,,1824 CHAISE DR,CARSON CITY,NV,89703-2304,0000,03,3,1000,201601,1,16,000000000,1,01,201812,0,0,02,0,12,0,0,0,A68,
810883211,LELAND AND JULIA SCHEU FAMILY FOUNDATION,% MS ALLYSON MCQUADE,6325 S RAINBOW BLVD STE 300,LAS VEGAS,NV,89118-3278,0000,03,3,1200,201610,1,04,000000000,1,01,201812,6,5,00,1,12,1897638,706513,,T20,
810892032,WINTER CLARENCE W CHARITABLE TRUST,% WELLS FARGO BANK NA,6325 S RAINBOW BLVD STE 300,LAS VEGAS,NV,89118-3278,0000,03,3,1000,201805,1,04,000000000,2,01,201912,5,4,00,1,12,613583,356698,,T22,
810892375,URBAN LOTUS PROJECT,,316 CALIFORNIA AVE,RENO,NV,89509-1650,0000,03,3,1000,201604,1,15,000000000,1,01,201912,3,4,01,0,12,28962,162053,162053,P30,
810894657,VFW OF THE INITED STATES AUXILIARY TO DEPARTMENT OF NEVADA,% WENDY L CASKEY,PO BOX 128,BEATTY,NV,89003-0128,6381,19,9,1000,201907,1,00,000000000,5,01,201906,0,0,02,0,06,0,0,0,,12108 JOHN STROZZI
810902181,LIVE LIFE BY MUSIC INC,,2522 PALMA VISTA AVE,LAS VEGAS,NV,89121-2129,0000,03,3,1200,201605,1,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,A25,
810907201,FRIENDS OF@BIG BROTHERS BIG SISTERS OF NORTHERN NEVADA,% LIZA MAUPIN,1300 FOSTER DR STE 210,RENO,NV,89509-1207,0000,03,3,1000,201603,1,15,000000000,1,01,201812,1,4,01,0,12,2164,277238,277238,O11,
810918967,RUBY RED SLIPPERS PROJECT,% PATRICIA LANDAKER,PO BOX 531302,HENDERSON,NV,89053-1302,0000,03,3,1000,201605,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,O22,
810924197,GENTLEMEN BY CHOICE COMMUNITY DEVELOPMENT CORPORATION,% JACK RICHARD,3220 VISIONARY BAY AVE,N LAS VEGAS,NV,89081-6530,0000,03,3,1200,201607,1,15,000000000,1,01,201906,3,0,01,0,06,26387,0,83307,P30,
810935827,PETS LIFE FOUNDATION,,8930 W SUNSET RD STE 240,LAS VEGAS,NV,89148-5010,0000,03,3,1000,201602,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,D60,
810941663,PETS ARE WORTH SAVING INC,,2031 E GAMEBIRD RD STE C,PAHRUMP,NV,89048-8901,0000,03,3,4000,201602,1,16,000000000,1,01,201812,0,0,02,0,12,0,0,0,D20,
810947566,A JOYFUL RENDERING FOUNDATION,,677 CHEPSTOW AVE,LAS VEGAS,NV,89178-1245,0000,03,3,1278,201601,1,04,000000000,1,01,201812,1,1,00,1,12,454,1200,,T22,
810949043,INTERNATIONAL UNION OF BRICKLAYERS AND ALLIED CRAFTWORKERS,% RICHARD CRAWFORD,3900 W QUAIL AVE,LAS VEGAS,NV,89118-3003,0133,05,9,3000,196501,2,00,263264279,5,01,201812,6,6,01,0,12,2321228,2200853,2200853,,MOUNTAIN WEST ADMINISTRATIVE
810957967,NEVADA SOLAR OWNERS ASSOCIATION,% MEGAN FERRANTE,6440 SKY POINTE DR STE 140 # 430,LAS VEGAS,NV,89131-4048,0000,03,3,1200,201705,1,16,000000000,1,01,201612,0,0,02,0,12,0,0,0,C01,
810963751,PB MINISTRIES,,1820 E WARM SPRINGS RD STE 130,LAS VEGAS,NV,89119-4593,0000,03,3,7000,201601,1,16,000000000,1,01,201912,4,0,02,0,12,115368,0,0,X11,
810992572,MOVIMIENTO FAMILIAR CRISTIANO CATOLICO USA,% AGUSTIN AND MARIA RAMIREZ,1140 RED IRON WAY,LAS VEGAS,NV,89110-2549,6255,03,9,1000,201702,1,15,000000000,1,01,201907,0,0,02,0,07,0,0,0,P80,MFCC LAS VEGAS NEVADA
810994728,GIVING TREE CHARITIES,,PO BOX 50023,SPARKS,NV,89435-0023,0000,03,3,1000,201602,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,P58,
811008798,GRACE AND LOVE KOREAN CHURCH,% EUNHO PARK,7633 MARINE CURRENT ST,LAS VEGAS,NV,89139-5406,0000,03,3,7000,201606,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
811014313,NEW HOPE CHARITIES,% CHARLES OCANSEY,7505 VIA FIORENTINO ST,LAS VEGAS,NV,89131-0129,0000,03,3,1200,201609,1,15,000000000,1,01,201812,3,3,02,0,12,30369,25734,25734,E99,
811021982,POLYGRARIAN INSTITUTE,% JEFF BRYANT,316 CALIFORNIA AVENUE 851,RENO,NV,89509-1650,0000,03,3,2000,201602,1,16,000000000,1,01,201812,2,3,01,0,12,17459,61293,57042,B28,
811032394,SMART INITIATIVE LLC,% NICOLE SCUDERI,100 CITY PARKWAY,LAS VEGAS,NV,89106-4610,0000,03,3,2000,201707,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,B82,
811036400,ROTARY DISTRICT 5190 EIGHTH GRADE LEADERSHIP REGL,% RICHARD HATCH,1344 DISC DRIVE 190,SPARKS,NV,89436-0684,0000,03,3,1200,201607,1,15,000000000,1,01,201912,3,3,01,0,12,66790,67085,67085,O50,
811056220,ORDER OF ISSHINRYU,,PO BOX 3042,GARDNERVILLE,NV,89410-3042,0000,03,3,2000,201605,1,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,B01,
811075243,NEW LIFE USA-NEVADA,% JR BEUSHAUSEN,5605 OLD VICTORY HWY,LOVELOCK,NV,89419-6420,0000,03,3,1200,201611,1,15,000000000,1,01,201812,5,4,01,0,12,587885,498827,374606,F20,
811076780,SOUTHERN NEVADA HOME SCHOOL PERFORMING ARTS INC,,443 NATIONAL ST,HENDERSON,NV,89015-7334,0000,03,3,2000,201607,1,16,000000000,1,01,201907,2,3,01,0,07,14082,97370,97370,A6E,
811077726,NEVADA LGBT ARCHIVE,% NICKOLAS-MARTIN KEARNEY,PO BOX 8054,RENO,NV,89507-8054,0000,03,3,1000,201601,1,04,000000000,1,01,201712,1,1,00,1,12,96,2933,,A54,
811078557,MCQUEEN BASEBALL BOOSTERS INC,% KIM KANDARAS,PO BOX 33686,RENO,NV,89533-3686,0000,03,3,1000,201610,1,16,000000000,1,01,201712,2,3,01,0,12,17876,72497,50749,N63,
811092755,MINISTERIO BIBLICO ARCA DE ADONAI INC,,PO BOX 571494,LAS VEGAS,NV,89157-1494,0000,03,3,7000,201610,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
811113359,1-26 FOUNDATION INC,,848 N RAINBOW BLVD BOX 2013,LAS VEGAS,NV,89107-1103,0000,03,3,2000,201603,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,N20,
811114228,NEIGHBORHOOD RESCUE OF AMERICA,,1930 VILLAGE CENTER CIR STE 3 # 211,LAS VEGAS,NV,89134-6245,0000,03,3,1000,201611,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,P28,
811131580,SUPPORT OUTREACH SERVICES,,9057 PURE SAPPHIRE CT,LAS VEGAS,NV,89149-0602,0000,03,3,1000,202004,1,15,000000000,1,01,,0,0,02,0,12,,,,P20,
811154493,VFW OF THE INITED STATES AUXILIARY TO DEPARTMENT OF NEVADA,% SUE ANNE MCCANE,2300 HUDSON DR,CARSON CITY,NV,89701-6725,6381,19,9,1000,201907,1,00,000000000,5,01,201906,0,0,02,0,06,0,0,0,,3726 KIT CARSON
811161843,LINCOLN DYNAMIC FOUNDATION,% JOHN D LINCOLN,1203 MACDONALD RANCH DR,HENDERSON,NV,89012-7273,0000,03,3,1000,201604,1,04,000000000,1,01,201812,5,6,00,1,12,889130,1282023,,T12,
811162394,EFF,,9335 SAILING WATER AVE,LAS VEGAS,NV,89147-6886,0000,03,3,1000,201602,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,A31,
811201979,ARBOR VIEW HIGH SCHOOL BAND BOOSTERS,,6955 N DURANGO,LAS VEGAS,NV,89149-4411,0000,03,3,2000,201602,1,16,000000000,1,01,201807,0,0,02,0,07,0,0,0,B11,
